,username,biography,userid,mediacount,followers,followees,is_verified
2758,stevencohen,"⚡️Co-founder @sundersquad 
🗣Keynote Speaker
🎙️Host Millennial Millionaire
“The opposite of courage in our society is not cowardice, it is conformity.”",46484345,951,87235,2694,True
2759,tripleh,14-Time World Champion. Chief Content Officer @wwe.,1308569031,878,6977702,8,True
2760,tomcraddick,19 | Essex • Cov,866051666,4,818,179,False
2761,firstinspireswi,Check out what we are doing in Wisconsin to promote FIRST!,9235914075,159,1012,215,False
2762,big_gamble,"Animal Lover
USAF
Poker Player",287768443,710,444,617,False
2763,ffrf_official,Our purposes are to promote the constitutional principle of separation of state and church and to educate the public on matters relating to nontheism.,56591452149,200,16652,39,False
2764,thecountyline,Country music duo from Canada's West Coast 🇨🇦🌊 Order Link For Pink Sunset Tanks Below👇🏻,1595163381,647,1864,764,False
2765,lamaralexander,7th generation Tennessean born and raised in Maryville #LowerHealthCareCosts #MakingCollegeWorthIt #OpioidCrisisResponse #MusicModernizationAct,1156775647,215,5847,64,True
2766,terralsmith,,33040582804,0,29,3,False
2767,rebellionandtruth,"REBELLION AND TRUTH®
a r t + p h o t o g r a p h y
All content original and under copyright.
Who am I?  Find out here...",300141603,387,54993,3712,False
2768,mikewhiteqb,"@mallory_michele | Twin Dad
Miami Dolphins QB
Ft. Lauderdale - Tampa, FL",20878872,103,72382,1057,True
2769,caroline__casagrande,"Perfil profissional
🦷@dracarolinepelagio",338984665,187,543,841,False
2770,larryjsabato,"Director @center4politics; Author, The Kennedy Half Century",60633435111,62,196,9,False
2771,standtn,"Stand for Children is a unique catalyst for education equity and racial justice, to create a brighter future for us all.",360258541,1109,1217,293,False
2772,ppact,"This channel is paid for in part by Planned Parenthood Votes, 123 William St., NY NY 10038. Not authorized by any candidate or candidate's committee.",179097927,3092,390542,770,True
2773,betsy_sutton,"✨ atlanta, ga ✨",274455643,145,1254,1263,False
2774,cmwsofficial,The official Instagram page of the Connie Mack World Series Baseball Tournament #cmws,5633039536,590,3977,75,False
2775,09_mccann,,8147760751,1093,89,229,False
2776,oregondems,Official Insta of the Democratic Party of Oregon. Let's elect Dems up and down the ballot!,5822595220,831,2614,195,False
2777,jessica_ehrlich,🦋,52474259,357,1768,2448,False
2778,clinteastwoodfans01,"*Fan Account*
Clint Eastwood (born May 31, 1930) is an American, Actor, Filmmaker, Musician, and Politician. #sanfrancisco , #california , U.S.",4058525047,2926,299003,133,False
2779,georgeflinn_,Radiologist and Radio Broadcaster,580224842,378,937,54,False
2780,keepaustinhealthy,,1573049754,393,533,1321,False
2781,captbury,,905722128,186,36,25,False
2782,letfreedomringconcert,,49482077043,151,198,96,False
2783,gonzalobarrientos_,Jugador de @colocolofutboljoven,44818239100,0,1151,698,False
2784,ahasner,,1150867381,107,147,1613,False
2785,deedi_deluca_hurley,,19059037,81,128,734,False
2786,workersvoicesocialistmovement,Workers organizing to win a world free of capitalist exploitation and oppression. Formerly the New Orleans Workers Group. Forward to the revolution!,4111042384,681,8884,587,False
2787,senatorkyrillos,Representing New Jersey's 13th Legislative District.,1693031070,26,277,58,False
2788,shirleyanderson9254,,2206705811,13,698,68,False
2789,hirschbielpaul,,27544479017,0,110,18,False
2790,carlis86,"𝕆𝕣𝕥𝕠𝕕𝕠𝕟𝕔𝕚𝕤𝕥𝕒 𝕪 𝕖𝕟𝕥𝕣𝕖𝕡𝕖𝕟𝕖𝕦𝕣  😷 🐶 🐴 💐 🎾 🤿 🛥️ 
📌 La Moraleja (Madrid) 📍 Ibiza 🏖
@clinicamoralejasmile 
@aymargarita_",29911821,248,980,798,False
2791,georgedavidallen,Graphic Designer,478111335,174,1918,1636,False
2792,advocatecreative,World-changing organizations deserve world-class communications. We are a creative agency for nonprofits & foundations. #advocatecreative,8202299654,149,212,206,False
2793,lindamclou,"Ireland 🇮🇪🍀
Tattoos 💉❤️
Liverpool FC ⚽️❤️🙈",713234653,202,1299,7160,False
2794,roshtein,"The longest active slot streamer, dating back to 2016.",3055237868,696,131152,5485,True
2795,shelleyad,,18796820,69,620,1251,False
2796,bhdoherty,"❤️ heartfelt leader (🙋🏼‍♂️)
👷🏼‍♂️builder of impact @kngdmgroup @forbes @westsidefuturefund",51887556,97,957,506,False
2797,marycarolinenolan,"🌵 FWTX with an Arkansas drawl
💼 Western Retail Buyer | E-Comm | Branding | Merch | Producer
🎞️ Digital scrapbook ☁️",7336112,312,3732,1809,True
2798,seniorsleague,,44592070656,0,5,0,False
2799,philip.roe,"• Ibiza-Madrid-Tenerife
• Sports & Travel enthusiast.✌🏽😄",246845015,577,6177,1069,False
2800,johnmorgan1985,,4479066560,1067,47980,700,False
2801,officialkarenhuger,"Television | BRAVO
Candles| Fragrance |@ladamebykh                                Wig Line Brand | La’Dame X RPG Show
Agent PATHEON @realnickroses",2009096565,1437,554370,576,True
2802,neatoday,"Official account for the National Education Association. 3 million educators strong, advocating for our students + our professions. #RedforEd
👇🏾👇👇🏿👇🏼",260088348,3119,59490,434,True
2803,billiejopowers,,14086106,1159,379768,1245,True
2804,teskesteven,,3682425544,62,842,665,False
2805,fritz_comedy,"“Pretty funny” -Mom
🌴💀👑🔥🖤",146067142,798,2383,2177,False
2806,wayne_powell_,,792597475,18,98,44,False
2807,dansebring,,4052331634,0,56,32,False
2808,jjamiekyle,"essex 📍
@jkmoonaesthetics 💉",7362706327,74,10635,538,False
2809,michaelriley2.0,,5694701512,29,3259,806,False
2810,andy_berke,Mayor of Chattanooga,217455796,1944,5260,1645,False
2811,laurieandersonofficial,LaurieAnderson.com,6697551712,90,85826,26,True
2812,stefstewcarter,,253102223,294,725,609,False
2813,paulsadler,@hollywoodluxuryrentals @hollywoodhookahcle @floodseuclid @saintsadlerwines Just a business man!,336208477,5029,14526,3373,False
2814,michaeljulianbond,Atlanta City Councilman Post 1 At-Large,3983031418,136,1750,486,True
2815,portland_public_schools,"PPS is a PK-12 urban school district in Portland, OR. Proudly serving 45K students in 81 schools. #TeamPPS #ForwardTogether #blacklivesmatter",3992547748,1049,5446,157,False
2816,eugene_mckenna,Ceoltóir Traidisiúnta | Gaeilgeoir | Múinteoir Gaelscoile,445908071,29,802,497,False
2817,jennifer_beck_,✨,210235182,168,550,1337,False
2818,stacey_canfieldd,"Tucker County🌻
•Lets go somewhere•",404418009,55,1834,1250,False
2819,yes.79,,2237661881,8,32,5,False
2820,studiojohnsharp,environmental design studio 🌵🐎🛸,12161463,330,28706,2109,True
2821,secureamerica,"We are a nonpartisan organization dedicated to bringing critical security issues to the attention of the American people.
Take action now!⬇️",2107217943,2357,86127,598,True
2822,churchcrawling,Heritage professional working across Yorkshire.,4483486822,2142,14071,956,False
2823,chrisdevaney,"Birmingham, UK",46783285,449,329,939,False
2824,runyanjon,,200093021,27,580,2267,False
2825,usyd.education.action,"Defend education ✊ 
Fighting for free, fully funded higher education for all",2897042092,335,763,215,False
2826,menendezfacts101,"Supporter from 🇵🇭
Follow My TikTok: menendezfacts101
#freethemenendezbrothers",48421718435,16,264,361,False
2827,desjarlaistn04,Individual Rights. Small Government. Strong Defense. Representing Tennessee’s Fourth District in Congress.,260930821,455,7776,275,True
2828,instagram,Discover what's next on Instagram 🔎✨,25025320,7541,663027734,96,True
2829,paulsummers,"a.k.a. Xiāngcháng Well-Hung
🎉 Thank Pol It’s Monday @thankpol 
🦄 Co-Founder @eventchi_ofc",54690590,406,1465,1688,False
2830,mark.strama,"Google, former State Rep, tech startups, Rock the Vote.  Three incredible daughters, one incredible wife.  Not done yet.",2022114650,7,664,357,False
2831,kalpenn,You Can’t Be Serious (paperback/audiobook),508173310,1014,396055,1026,True
2832,herbgarrett8552,,6884373895,84,374,1171,False
2833,upendrachivukula,,1159258716,7,15,0,False
2834,mikeberlon,"Dad. Boozer. Redhead. Podcaster.
@mikeberlon @craftbsports",32393713,416,541,225,False
2835,cns_update,"The Congress of Neurological Surgeons is the leader in education and innovation, dedicated to advancing neurosurgery. #2023CNS",4263016946,1991,14645,164,False
2836,theedolt,,3182382604,142,654,1116,False
2837,thebobking,HEY TURN THAT BLUE GREEN & FOLLOW ME ...... HAIR STYLIST (BOB KING 👑) 👻 Sc: thebobking26,32613207,10288,10450,7478,True
2838,choosenewjersey,"Convincing you New Jersey is the best place to work, live, and play since 2010.
#ThisIsNJ 💡
📷 #choosenewjersey to be featured",19355365544,531,3652,812,True
2839,repdianadegette,I am proud to represent the 1st District of Colorado,1058936877,912,8170,327,True
2840,governormarkell,Served as DE Governor from 2009-2017. Currently channeling my artistic creativity to raise awareness of social justice issues impacting our country.,176482837,219,1039,83,False
2841,devalpatrick,"Two-term Governor of Massachusetts, civil rights attorney, business leader, beekeeper. @harvardkennedyschool. Via Chicago’s South Side.",7118582308,165,8826,39,True
2842,officialhankjr,"Official Hank Williams, Jr Account - Bocephus
Hank Jr.'s new album, Rich White Honky Blues, is available now - listen below!",1989301135,151,283854,10,True
2843,samolens,,300825806,51,1080,73,False
2844,callygingrich,"Chief Executive Officer of Gingrich 360, former U.S. Ambassador to the Holy See, businesswoman, author, documentary film producer, and musician",23347086,2264,31452,579,True
2845,clackamascounty,"Welcome to Clackamas County—a great place to live, work and play! 🏔🌲Tag your 📷 #LoveMyClackCo to be featured. Shares don’t imply endorsement.",1564936850,367,6706,196,True
2846,shervalenzuela,💖✨,4674461178,2,268,835,False
2847,tedlyon33,,48730663526,0,50,24,False
2848,flwildfed,Keeping the Wild in Florida since 1936! #KeepFLWild,1566811344,743,3920,355,False
2849,boysandtoystv,YouTube channel 10 million subscribers Boys and Toys,2888271256,825,564946,15,True
2850,teresa_fedor11,"Senator for Ohio's 11th Senate District. 
Mom, Educator, & Veteran. 
Education & Anti-Human Trafficking Advocate.",10246735795,92,547,150,True
2851,billhaslamtn,"49th Governor of Tennessee
Faithful Presence available now.",2346932224,363,5926,0,False
2852,sonjijacobs,Still looking at the world like this.,273174136,158,380,224,False
2853,martravious_jones,"Leo♌
football 🏈 
August 18, 200 ❗😉",2899483346,52,898,2684,False
2854,martybeil,,20264617352,153,99,206,False
2855,katelynbrown,"Kane Allen, Kingsley Rose, Kodi Jane 🤎",5645406475,548,1702903,6,True
2856,kinkyfriedmanofficial,Governor of the Heart of Texas,7133991872,455,6392,314,True
2857,chefstevephelps,"Clevelander 🌎
James Beard Best Chef South Semi Finalist 2014, 2015
Chef's Board @csaquaculture
Chef/Owner
@indigenousrestaurant
@pigfishsarasota",54025841,1025,5424,3288,False
2858,robbieeturner,"21 Year Fitness Pro
Adventure Travel Leader
Fishing Junkie
Youth Strength Coach and Mentor",14050731,581,751,550,False
2859,gromeroroses,,51402270959,4,148,96,False
2860,annamjohnstonn,owner of @fizz4passion 🌟 GA,4781451554,98,448769,362,False
2861,ronstephensjr,"Documentary Photographer, Visual Journalist, Focused on long term storytelling
📸: Available for assignments
📍Philly Area
📧: Ronald@RonStephensJr.com",7461078192,775,1827,2188,False
2862,mark_clayton,🇬🇧,190853412,562,385,416,False
2863,multnomahcountylibrary,Empowering our community to learn and create. #OurMCL,214300985,2424,13832,320,False
2864,floridaoftomorrow,"We’re a powerhouse media company sharing brand stories. Let us know how you’re shaping the Florida of Tomorrow, and join our free newsletter👇",53196162781,249,25541,645,False
2865,app_1776,"We organize families in politics 🇺🇸
“A project that actually has principles” - Tucker Carlson 🇺🇸",45287644700,1650,6638,56,False
2866,wildforsalmon,"🐟 Wild Alaskan Seafood 
⛴ From our boat to your table
🌎 Sustainable & Wild Caught
📦 Shipped directly to your home! 
Tag @wildforsalmon to be featured!",1487295944,540,4820,715,False
2867,_heathaaaa_,"Baking & Pastry major 🎓
@dessertbar_byheather",424573975,245,747,726,False
2868,markphneumann,Fil-Croatian | Actor | Entrepreneur | JCI Cebu Tycoons | Licensed Financial Professional,200037474,515,91186,579,False
2869,franmillar,,23430856,661,209,244,False
2870,repchuck,My official Instagram account. I work for the people of TN-03.,9257072342,405,4732,115,True
2871,jefffitzgerald5,,3412468371,969,1133,6375,False
2872,stevedoell,,2647945791,65,119,163,False
2873,garrettworld,"www.garrettworld.co.uk Illustrator/Ceramicist…Artist!
New paintings/collages/prints now available to buy at...",542716224,2135,3401,1071,False
2874,repsanfordbishop,Proudly representing Middle & Southwest Georgia. Ranking Member of House Appropriations Subcommittee on Agriculture,1438353151,231,2646,198,True
2875,officialsandyadams,"Speaker | Brand & Career Strategist | Coach
🎙️ Host The Sandy Adams Show
🎙️ Co-Host @5thqrtpodcast 
🏀 VP @memphisrebounders 
📷Photographer n past life",20518115,2533,1033,2747,False
2876,michaeljgardiner,,1638843850,38,580,2095,False
2877,david__weldon,,380520137,548,370,750,False
2878,we_are_milwaukee,"Milwaukee’s promoter, We promote the people that keep #MILWAUKEE Moving But not limited to the city from the #East to the #WestCoast",7732577728,477,784,725,False
2879,robinson.gerard,,3883195333,206,811,2134,False
2880,wjriddle,,408577498,5,335,643,False
2881,the_official_jeffsmith_insta,"Welcome to the official page for cartoonist Jeff Smith, creator of Bone, Rasl & Tuki comics!",1376314473,2220,15472,7280,False
2882,jeffwentworthfl,"⚫️ @the_wentworth_collective 
⚫️ Realtor @compass 
⚫️ Owner @f.stopmedia
⚫️ Raising the industry standard",2952020625,299,1960,2104,False
2883,texastaxpayers,"💡 𝗜𝗟𝗟𝗨𝗠𝗜𝗡𝗔𝗧𝗘 actions of government. 
📚 𝗘𝗗𝗨𝗖𝗔𝗧𝗘 citizens. 
📣 𝗔𝗗𝗩𝗢𝗖𝗔𝗧𝗘 for pro-taxpayer reforms.
#txlege Stay updated via:",52669376150,589,297,23,False
2884,scottmkeyes,I help people get cheap flights,1121548083,503,6062,116,False
2885,johnlehmann,"Photojournalist and commercial photographer based in Vancouver, Canada. Former president of the News Photographers Association of Canada.",1192096,1719,11055,612,False
2886,jlmica,,14082425965,31,153,29,False
2887,ballesteros__adan,,2984640846,5,117,138,False
2888,woodydegan,,4535788739,0,28,0,False
2889,comicstevebrown,Home of the Cereal Bowl 🥣 Chronicles & more!! For all bookings: Corri Bethel 404-723-5919/ corribethel@yahoo.com,144280685,10140,130890,4797,True
2890,cailee.kennedy,tiktoker gone car girl,471856930,14,53477,146,False
2891,rachel.oconnor,CLE ✮ OU-HCOM ‘25,146219399,237,2466,2654,False
2892,electbergmann,Republican Candidate for U.S. Congress. It’s time to #FireCohen and send Charlotte to Washington! Visit ElectBergmann.com | DONATE at the link below!,3042491039,147,1234,4050,False
2893,bobd250,,3555999365,806,274,771,False
2894,mayorcharliehales,"Official Instagram of Charlie Hales, former mayor of Portland, OR. @mayorcharliehales",479313193,731,1646,63,False
2895,d_rod_ufc,"LA/626
@ufc 
@monsterenergy
@squidgrow.wtf 
@firstroundmgmt 
@kanpai_pandas",185621887,1741,91926,938,True
2896,johnprolly,"Co-Owner/Founder of @TheRadavist 
♾ Santa Fe, NM ♾
Desert Rat",791863806,4442,58020,1451,True
2897,cascadepolicy,"You're unique, just like Oregon's great outdoors. You deserve unique solutions too. 
Oregon's premier #freemarket think tank.",5700238202,249,415,147,False
2898,iamjuliahurley,"• ♻️🌍 ғᴀsʜɪᴏɴ & ʟɪғᴇsᴛʏʟᴇ 
• 📍ʟᴏɴᴅᴏɴ",216011608,95,11203,1395,False
2899,jeff_dickerson,📍Boston 🎬 Local 600 AC 📸 Photographer,202849572,1740,1092,2538,False
2900,repjeffduncan,"Employee for the people of SC-03 | Chairman of the Energy, Climate, and Grid Security Subcommittee",382897929,1023,8990,568,True
2901,multnomahcounty,"Multnomah County serves about 766,000 residents with health and human services, public safety, libraries and other community services.",1382167376,1620,13290,198,True
2902,john_robitaille,"US Army Veteran, Founder of Fusion Strategic Partners, Executive Coach, Business Adviser and former Candidate for RI Governor.",609311686,169,960,553,False
2903,john.bohl,BALTIMORE ,1731208009,75,1525,2049,False
2904,clackamasdemocrats,"Democratic Party of Clackamas County, Oregon.",52489857971,147,116,177,False
2905,billweimer,,228172840,20,141,62,False
2906,donmcintire,,5374853091,0,102,106,False
2907,repsires,I proudly represent the 8th District of New Jersey in the United States Congress.,354961842,84,6543,194,True
2908,greenpartyus,#WeAreGreen: Official Instagram account of the Green Party of the U.S. // Instagram official del Partido Verde E.E.U.U.,2042254557,809,21220,757,True
2909,gordongram,Just busy creating memories one dish at a time,192815961,5726,15891730,7351,True
2910,moellerbecky,,3992064879,12,120,193,False
2911,senpaulsarlo,"NJ D36 State Senator
Mayor of Wood-Ridge",560493432,395,1282,111,False
2912,michael_opitz,Production Consultant & Creative Producer,1695481260,75,1329,4441,False
2913,ladymshawsters,,1022497772,1036,854090,570,True
2914,patkreitlow,"UpNorthNews Founding Editor.
@couriernewsroom 
Website ⤵️",45813591985,37,123,68,False
2915,vincetenn,"Love Yourz
@miamiunitedfc 
@weasypet 
@realtotalcontrol 
#planted",1798379427,32,1195,927,False
2916,thebuckstein,Buckstein Stuff! 👇😎,1998627925,1712,20866,300,False
2917,corrine_brown,"midlakes ‘19
morrisville state agriculture science ‘21
cornell agriculture science ‘23
@callumhutchins14 💘 4.5.21",352385553,75,968,934,False
2918,oregonlottery,,1574802060,1176,8267,151,True
2919,terrylawler,man utd fanatic#,8605719938,1,52,50,False
2920,john_g_edwards,,6332339291,92,97,121,False
2921,stephenspeakslife,"Just one man working to leave this world better than he found it.
🎤Motivational Speaker
📚Author
🗣Teen Life Coach
👩🏾‍🤝‍👨🏿Co-Founder of @luvonthemove",11579089659,368,1053,540,False
2922,chrisagarrett,Christian | Husband | Father | Co-Owner  at Weichert Realtors-The Andrews Group | Speaker | Kayak Fishing | Bass Player | Ju Jitsu,335610898,2248,2111,2659,False
2923,diane.bleck,"🎨 Founder of the Doodle Institute
🌈 Join Doodle Friends Today
✏️ Doodling, Art Journaling, iPad Workshops
🎉 New LIVE Lessons Every Week!",6844556090,139,181647,144,False
2924,johnnyluds,"Retired London fireman, likes old and new British bikes,
Classic cars, scooters and cameras.Old planes and stuff",11764637,2513,336,328,False
2925,bobmarshall,🌮🎸🇨🇱🗽💫,16913203,274,1288,627,True
2926,pamela__davidson,"wife & mum to theodore atlas, eleni violet & annika posie 
@sunnyandfair 🌞",277251796,550,2397,887,False
2927,rongerberry,Former State Representative,222760326,1,488,20,False
2928,mpamemphis,This site is not responsible for comments made by individuals. This site is for information and communication purposes.,46186281354,3,251,74,False
2929,lisamarie_blais,,244903676,318,3416,205,False
2930,dalejr,Analyst @nascaronnbc. Co-owner @dirtymomedia @its_filtertime @highrockvodka @jrmotorsports @cars_tour. @iracingofficial devotee.,2194949953,1922,977280,271,True
2931,anastasiawilliamss,"personal account, dm for info",175061542,412,568,729,False
2932,silromeroo,"Estilo de vida saludable 🤸🏻‍♀️🥑
Comunicación 🎙
Hija de Dios ✝️
Autora de 3 recetarios 📕
Mamá de Zaira y Amín 🥰
Esposa 💞
Quiero un recetario 👇🏼",364904400,2208,374807,924,True
2933,rdownton,,2264702726,16,36,209,False
2934,johnbradleywest,Leaving the party when the dancing starts since 1988,5467194070,215,1287256,516,True
2935,justin_hewlett,,8219489637,12,93,207,False
2936,rondavis,Reporter | Writer | Raconteur | other things,356740,1925,762,1353,False
2937,johnnymatson,"I find it difficult to accurately document my life, but I’m trying.",13350962,254,1203,2083,False
2938,beth.harwell,,4583607392,225,950,361,False
2939,brettbitt,,560686488,382,1554,1167,False
2940,craigjamestattoos,"PORTRAIT TATTOOS
Sponsored by
@yayofamilia Proteam
@rawpigmentseu Proteam
@blkpowder 
@valknutrotary proteam
Owner of
NEW INK
WV6 0LB",1394199710,900,10679,3195,False
2941,boblatta,#OH5. Deputy Whip. Member of  @EnergyAndCommerce. Chair of the Communications & Technology Subcommittee.,26367713,1410,3141,200,True
2942,activetransportationcoalition,,41607060130,1,22,16,False
2943,conrenewal,"Completely Conservative Content
FOLLOW US:
Youtube.com/@conrenewal
TikTok.com/@conrenewal",57600725291,161,1965,7,False
2944,steve_rothman,Sports. 🏀 Pop culture. 🎥 Universe. ⭐️,8198041847,2,48,121,False
2945,terrygormanmusician,"Singer/Songwriter/Guitarist.
Has performed on television and radio plus the Sage Gateshead, Cambridge Folk Festival, the Sunderland Empire etc.",18782229397,23,86,164,False
2946,_schaufler_miike_,...,233613535,2,51,69,False
2947,jenniferwilliams,"TV Personality, founder of Jennifer Williams Productions & founder of Redefined Glam. PR contact & booking inquires jennifer@witegold.com",13972088,3522,1153275,858,True
2948,bshea910,"“If anyone tells you that your hairs too big, get rid of them. You don’t need that kind of negativity in your life” Dolly Parton
🙋🏼‍♀️👙🥳",226181351,126,760,902,False
2949,dominic.chavez,"snap - @dxminicchavez
1/2 of @thedefectivetwins
#ThunderUp #WentAndTookIt #DallasCowboys",774916252,148,1685,404,False
2950,charlie.flmn,"MNL | CDO 📍
GMA Sparkle Teen
Jeremiah 29:11
for inquiries: ✉️ attyjcd@gmail.com
#charliefleming",38816174483,158,42682,1129,False
2951,lcvoters,"Fighting to build a world with clean air, clean water, lands, and a safe climate that are protected by an equitable democracy. 🌎✊",2868925426,1392,33802,449,True
2952,spelman_college,"Official Instagram account of Spelman College, a prestigious, liberal arts college that prepares women to change the world.",270045018,1247,67746,570,True
2953,freedompact,"💭 Healthy, Wealthy & Wise
🏆 Chart Topping Podcast
🎙 New Episodes Every Monday & Friday
⤵️ Podcast Links",8181195550,888,11099,243,False
2954,shaun_ireland,🇦🇺 ✈️ 🌏,2067234444,46,482,6543,False
2955,niagill_07,"𝐂𝐡𝐚𝐧𝐝𝐢𝐠𝐚𝐫𝐡📍
𝐓𝐢𝐦𝐞 𝐢𝐬 𝐩𝐫𝐞𝐜𝐢𝐨𝐮𝐬, 𝐰𝐚𝐬𝐭𝐞 𝐢𝐭 𝐰𝐢𝐬𝐞𝐥𝐲⏳",4285775622,237,1444,201,False
2956,wrong___way__,"🅼🆄🆂🅸🅲 🅻🅾🆅🅴🆁
  ʀ̸ᴏ̸ʏ̸ᴀ̸ʟ̸ ᴇ̸ɴ̸ᴛ̸ʀ̸ʏ̸ ≠ 𝟻̸ᴅ̸ᴇ̸ᴄ̸ᴇ̸ᴍ̸ʙ̸ᴇ̸ʀ̸
𝙵̸𝙰̸𝙽̸   𝙾̸𝙵̸   ≠  🆁🅰🅳🅷🅰 🅺🆁🅸🆂🅷🅽🅰
 
┊┊☆
┊★
☆
★ᴩʀᴏᴜᴅ ʙᴇ ᴏɴ ʜɪɴᴅᴜ ★
~★~★~★~★~★~★~★~★~★",52188910243,1,999,193,False
2957,rudolphmoise,"Medical Director @cmamiami 
BeautiFill, Botox, Fillers, laser, hair restoration 
📍Miami 📍Orlando",1743911069,108,1556,474,True
2958,anthony.bucco,"Navy
السلام عليكم اخي",1518345829,3,1088,968,False
2959,a_c_wharton,,2135947523,0,1,1,False
2960,eileen.brady,"bwmt 
🫶🍓",1838116667,34,1878,1359,False
2961,chefjencarroll,"Dinner | Demo | Partnership
📧 info@eatccc.com
👩‍🍳 @EatCCC_ | @sisterlylovephilly 
📺 @bravotopchef 6 Vegas, 8⭐️ 17⭐️
🐰@munchinbuns",15877475,1543,32705,6521,True
2962,govmikedewine,Mike DeWine is the 70th Governor of Ohio.,4015389942,1574,63981,101,True
2963,davidndooley,Senior Footwear Designer @thefootsoldiers,35007,723,884,1764,False
2964,kat.falk13,,1519219368,2744,383,1007,False
2965,thejoebrownofficial,"~ tiktok - thejoebrown (2M+)
Links ⬇️",49374453551,262,110813,16,False
2966,impatquinn,"actor • comic • burrito eater
LA📍 NYC📍
🎥 SAG-AFTRA @kreativartists @hritalent
🎙️ @nopillfriday 
Just a kid from AK Rowdy",20434361,1851,9127,2768,False
2967,wismed_docs,Our mission is to improve the health of the people of WI by supporting & strengthening physicians’ ability to practice high-quality patient care.,6785546531,1254,997,334,False
2968,tomrooney_,,313772086,7,639,625,False
2969,clairedafoe,"philadelphia
snap: claire_dafoe
@utahswimdive
🧡🧡🧡🧡",51264584477,18,1015,1004,False
2970,forbes,"Official Instagram account of Forbes, the world’s leading voice for entrepreneurial success and free enterprise.",247784713,17414,6301892,157,True
2971,mikeadamsgolf,"World Golf Teachers Hall of Fame Member.
Golf Digest #3 Ranked Instructor in 🇺🇸.
DOI @fiddlerselbowcc , Bedminster, NJ.",35704220482,296,51515,98,False
2972,xfrankwolf,Francis passed away on Nov 24 2013.This is his original Instagram account that is now turned into a Tribute much like www.francislapointe.com,51332474,412,5461,9,False
2973,ronoakley,"Have lived with 3 women. Now just one.
Mostly exhausted and in constant gastronomic anticipation. Please bring me some expensive wine.",642870452,121,83,236,False
2974,aarp,A journey through the lives of Generation X,8666944280,1681,143264,68,True
2975,jonobrien56,Living my best life in Utah,361552485,249,703,1885,False
2976,ltomasso,,384937219,35,333,125,False
2977,thomasleppert,,764594818,596,557,1391,False
2978,bettyloufornj,"NJ Assemblywoman - District 26 - Serving parts of Morris, Essex, & Passaic Counties",687344193,41,300,140,False
2979,tedwheelerpdx,"Official account for the 53rd Mayor of the City of Portland, Oregon. (He/Him/His)",2236470394,612,8882,583,True
2980,combsandcompany,"CEO, Author of @pancakesforroger, Speaker & Expert Witness. Lover of Mexican food, Veterans, CrossFit, KC Royals & Chiefs, Queens & my hot Spartan.",186590279,4894,1935,2258,True
2981,zerochillhill,"0⃣ ❄ 🗻 L3V3L founder, executive producer and creative director. @l3v3lmusic Show me no path for it is mine.",32650487,1042,4831,1817,False
2982,charliegonzale,Enjoy my life 😃😃😃😃❤️❤️❤️🍸🍻🍺🍴🍷🏊🍓🍓🍓✈️✈️✈💪💪💪️🎶🎶🎶🎶🎵🍹I live in Los Angeles..!!! Taken @official_juandg,287691039,3922,3733,1555,False
2983,sandralwilliams3019,,63134095839,3,35,61,False
2984,westonwamp,"Mayor of Hamilton County, TN
Founder, @intheblacktn",44083297,756,3532,1015,False
2985,repvern,proudly serving the great people of Florida's 16th District.,344865327,240,3127,278,True
2986,akhandlin,,2127635599,5,71,34,False
2987,jeffreyhernandez,"Chef 🥘🔪
SoCal local 🏖☀️🙋🏻‍♂️
Family | Foodie Adventures | Food is my Passion
Owner & Creative Chef @savorykrafted",8489814,362,456,1477,False
2988,jamesdurkan,"Insurance broker owner, loving life, my friends and family. I’m happiest when I’m on a plane somewhere ✈️",20559219,530,2440,995,False
2989,nikkihaley,"Former UN Ambassador and South Carolina Governor, Clemson Tiger. Running for POTUS. Fighting for a strong and proud America. 👊🏽🇺🇸",517724794,4714,782709,456,True
2990,doreencosta,,375839545,1,680,50,False
2991,fverrilli23,"Toronto, 🇨🇦
Vice President, Business Development @impactxm /  Chief Experience Officer @100yrsoflove",408397758,1882,1260,1040,False
2992,rashadtaylormua,This is the story I choose to tell...,1071070095,1735,2932,2963,False
2993,officialericjohnson,This is the Official Instagram page for EJ.,4078595222,584,202227,295,True
2994,francesco.lobiondo,"Monreale,Pa📍
Calcio⚽️",6414675248,0,1119,1272,False
2995,johnelkhay,,2214103070,7,218,507,False
2996,theonlycharlie,,31986777,1125,1085,60,False
2997,thepatboone,My Kaleidoscope playlist is free on Spotify and has over 800 of my songs including my new single “Grits.”,2012427950,2677,3720,273,True
2998,jimmietsmith,,1723735304,397,911,971,False
2999,susancole28,,8471919932,192,158,138,False
3000,senjudsonhill,,487722569,16,858,383,False
3001,johnmckeon,,275486908,15,1375,1332,False
3002,98chrissmith,"Professional NFL player and 
CloudSouthEnd Co-Owner
@NovaMEN Ambassador
DM DeAndra Alex @mommajuixe",348171267,255,51978,1321,True
3003,luchogarcia14,,144068151,2588,508945,954,True
3004,joelkleefisch,Midwest Host @thefowllifetv,6069567337,355,1638,1072,False
3005,jack_quaid,LINKS⬇️,192316130,2007,1443134,1291,True
3006,telfertime,"singer/songwriter, creative, entrepreneur, husband and father",47630892,793,503,508,False
3007,kathleenclyde,"Kent, OH. Rescue dog mom. Attorney and advocate. Former elected official. Buckeye.",190217122,266,1463,1728,False
